Renewables,Natural gas,Large hydro,Imports,Batteries,Nuclear,Coal,Other,Date,Time
,10775,2666,10329,-12,2263,15,,9/22/2018,17:15
,10708,2644,10790,51,2262,15,,9/22/2018,17:20
,10968,2715,10985,50,2263,15,,9/22/2018,17:25
,11207,2795,11039,71,2263,16,,9/22/2018,17:30
,12105,2684,10404,-31,2263,15,,9/22/2018,17:35
,12555,2603,10465,-53,2263,15,,9/22/2018,17:40
,12692,2656,10444,-17,2264,15,,9/22/2018,17:45
,12926,2698,10393,-1,2264,15,,9/22/2018,17:50
,13011,2705,10622,-24,2264,15,,9/22/2018,17:55
,13194,2703,10691,-19,2263,14,,9/22/2018,18:00
,13231,2708,10761,7,2264,14,,9/22/2018,18:05
,13071,2744,11000,31,2263,14,,9/22/2018,18:10
,12965,2786,11158,32,2263,14,,9/22/2018,18:15
,13048,2763,11179,34,2263,15,,9/22/2018,18:20
,13062,2693,11284,36,2264,15,,9/22/2018,18:25
,13037,2693,11427,32,2263,15,,9/22/2018,18:30
,13024,2706,11479,27,2263,15,,9/22/2018,18:35
,13076,2681,11447,36,2263,15,,9/22/2018,18:40
,13095,2644,11405,37,2263,15,,9/22/2018,18:45
,13115,2654,11422,30,2263,16,,9/22/2018,18:50
,12989,2645,11494,34,2263,16,,9/22/2018,18:55
,13000,2625,11469,29,2264,15,,9/22/2018,19:00
,12969,2722,11503,16,2263,14,,9/22/2018,19:05
,13026,2748,11387,25,2264,14,,9/22/2018,19:10
,12860,2764,11542,29,2264,13,,9/22/2018,19:15
,12657,2752,11756,33,2264,13,,9/22/2018,19:20
,12666,2743,11775,29,2264,13,,9/22/2018,19:25
,12655,2729,11775,28,2265,14,,9/22/2018,19:30
,12536,2692,11840,28,2265,14,,9/22/2018,19:35
,12450,2661,11850,24,2265,14,,9/22/2018,19:40
,12434,2643,11760,24,2264,14,,9/22/2018,19:45
,12106,2644,11877,26,2264,14,,9/22/2018,19:50
,11961,2633,11932,26,2264,14,,9/22/2018,19:55
,11928,2696,11843,30,2264,14,,9/22/2018,20:00
,11647,2734,11896,31,2264,14,,9/22/2018,20:05
,11517,2760,11893,10,2264,14,,9/22/2018,20:10
,11551,2687,11717,-9,2264,15,,9/22/2018,20:15
,11530,2619,11708,-22,2264,15,,9/22/2018,20:20
,11383,2598,11755,-23,2264,13,,9/22/2018,20:25
,11261,2567,11761,-23,2263,12,,9/22/2018,20:30
,11143,2575,11706,-29,2263,13,,9/22/2018,20:35
,11050,2527,11637,-36,2264,13,,9/22/2018,20:40
,10985,2483,11545,-37,2263,14,,9/22/2018,20:45
,10808,2529,11608,-31,2263,14,,9/22/2018,20:50
,10618,2536,11591,-31,2264,15,,9/22/2018,20:55
,10538,2603,11463,-27,2263,15,,9/22/2018,21:00
,10535,2608,11255,-30,2263,16,,9/22/2018,21:05
,10549,2658,11068,-34,2263,17,,9/22/2018,21:10
,10356,2596,11026,-33,2264,17,,9/22/2018,21:15
,10183,2565,11086,-19,2263,16,,9/22/2018,21:20
,9944,2571,11138,2,2264,14,,9/22/2018,21:25
,9788,2563,11128,2,2263,13,,9/22/2018,21:30
,9761,2526,11056,-36,2263,14,,9/22/2018,21:35
,9699,2513,11035,-33,2264,14,,9/22/2018,21:40
,9607,2506,10921,-33,2263,14,,9/22/2018,21:45
,9385,2601,10886,-11,2264,15,,9/22/2018,21:50
,9278,2602,10753,-17,2263,15,,9/22/2018,21:55
,9510,2536,10389,-36,2263,16,,9/22/2018,22:00
,9711,2380,10113,-15,2263,16,,9/22/2018,22:05
,10096,2325,9776,-2,2263,15,,9/22/2018,22:10
,10091,2310,9598,2,2263,14,,9/22/2018,22:15
,10049,2338,9468,-2,2264,15,,9/22/2018,22:20
,9963,2323,9387,-8,2264,15,,9/22/2018,22:25
,9848,2293,9325,-19,2264,14,,9/22/2018,22:30
,9762,2252,9269,-17,2265,14,,9/22/2018,22:35
,9631,2256,9230,-15,2264,13,,9/22/2018,22:40
,9417,2247,9297,-10,2265,13,,9/22/2018,22:45
,9274,2259,9276,-15,2265,13,,9/22/2018,22:50
,9117,2270,9252,-5,2265,13,,9/22/2018,22:55
,9068,2212,9159,1,2266,14,,9/22/2018,23:00
,9138,2136,9026,25,2265,16,,9/22/2018,23:05
,9080,2124,8918,13,2264,16,,9/22/2018,23:10
,8977,2052,8986,-28,2265,14,,9/22/2018,23:15
,8884,2046,9001,1,2265,16,,9/22/2018,23:20
,8797,2025,8850,-11,2265,14,,9/22/2018,23:25
,8780,1996,8722,-33,2265,14,,9/22/2018,23:30
,8652,2000,8720,-19,2266,14,,9/22/2018,23:35
,8471,2007,8720,-5,2265,14,,9/22/2018,23:40
,8325,2005,8729,-7,2265,14,,9/22/2018,23:45
,8207,1995,8691,-6,2265,14,,9/22/2018,23:50
,8262,1971,8581,-37,2265,16,,9/22/2018,23:55
3895,8423,1965,8299,-34,2265,16,0,9/23/2018,0:00
3882,8441,1989,8199,-23,2266,16,0,9/23/2018,0:05
3923,8242,1957,8286,4,2264,15,0,9/23/2018,0:10
3938,7963,1969,8341,16,2265,15,0,9/23/2018,0:15
3933,7809,1946,8428,3,2265,15,0,9/23/2018,0:20
3940,7865,1931,8316,-14,2265,13,0,9/23/2018,0:25
3948,7717,1931,8302,-3,2265,14,0,9/23/2018,0:30
3941,7652,1917,8298,-20,2266,14,0,9/23/2018,0:35
3943,7654,1912,8182,-28,2265,13,0,9/23/2018,0:40
3935,7659,1908,8070,-42,2265,14,0,9/23/2018,0:45
3907,7650,1890,7988,-23,2265,14,0,9/23/2018,0:50
3865,7554,1895,7953,-2,2266,14,0,9/23/2018,0:55
3873,7456,1876,7935,-1,2265,15,0,9/23/2018,1:00
3815,7387,1845,8032,-1,2266,16,0,9/23/2018,1:05
3749,7260,1836,8186,-2,2266,15,0,9/23/2018,1:10
3752,7177,1830,8179,14,2267,15,0,9/23/2018,1:15
3757,7054,1807,8213,-1,2267,13,0,9/23/2018,1:20
3763,6970,1793,8266,-6,2266,14,0,9/23/2018,1:25
3793,6936,1785,8284,-32,2266,14,0,9/23/2018,1:30
3829,6945,1796,8087,-12,2266,15,0,9/23/2018,1:35
3868,6944,1778,7971,-31,2267,13,0,9/23/2018,1:40
3917,6912,1768,7896,-33,2267,14,0,9/23/2018,1:45
3897,6905,1783,7814,-17,2267,14,0,9/23/2018,1:50
3886,6896,1782,7728,-12,2266,14,0,9/23/2018,1:55
3843,6809,1786,7719,-11,2265,15,0,9/23/2018,2:00
3818,6645,1762,7863,-11,2264,15,0,9/23/2018,2:05
3822,6572,1738,7956,-54,2264,14,0,9/23/2018,2:10
3841,6482,1712,8055,-68,2264,15,0,9/23/2018,2:15
3837,6448,1696,7997,-25,2262,14,0,9/23/2018,2:20
3841,6361,1700,7995,-27,2263,15,0,9/23/2018,2:25
3845,6338,1679,8004,-50,2263,15,0,9/23/2018,2:30
3852,6317,1693,7955,-40,2263,15,0,9/23/2018,2:35
3848,6310,1689,7949,-55,2263,15,0,9/23/2018,2:40
3863,6260,1681,7895,-40,2262,15,0,9/23/2018,2:45
3897,6217,1660,7856,-29,2262,14,0,9/23/2018,2:50
3972,6157,1654,7759,-28,2262,16,0,9/23/2018,2:55
3980,6125,1661,7702,-27,2262,16,0,9/23/2018,3:00
3990,6079,1662,7691,-27,2262,15,0,9/23/2018,3:05
4023,5995,1671,7698,-14,2262,16,0,9/23/2018,3:10
4029,5886,1677,7737,-19,2262,15,0,9/23/2018,3:15
4008,5819,1705,7731,1,2261,16,0,9/23/2018,3:20
3992,5772,1706,7740,-6,2261,16,0,9/23/2018,3:25
3993,5783,1711,7706,-6,2261,16,0,9/23/2018,3:30
3968,5774,1696,7720,-6,2261,17,0,9/23/2018,3:35
3949,5773,1697,7722,-5,2261,17,0,9/23/2018,3:40
3914,5752,1707,7715,-1,2261,18,0,9/23/2018,3:45
3878,5725,1713,7742,4,2261,18,0,9/23/2018,3:50
3868,5724,1709,7711,-16,2261,17,0,9/23/2018,3:55
3860,5731,1686,7750,-26,2261,17,0,9/23/2018,4:00
3857,5804,1715,7673,-19,2261,17,0,9/23/2018,4:05
3844,5830,1737,7633,-25,2261,17,0,9/23/2018,4:10
3801,5880,1752,7585,-31,2261,18,0,9/23/2018,4:15
3792,5877,1754,7571,-12,2261,18,0,9/23/2018,4:20
3734,5821,1778,7613,0,2261,18,0,9/23/2018,4:25
3702,5763,1777,7659,-3,2261,18,0,9/23/2018,4:30
3674,5780,1783,7688,-1,2261,18,0,9/23/2018,4:35
3644,5790,1782,7689,-9,2262,18,0,9/23/2018,4:40
3613,5802,1769,7702,-15,2261,17,0,9/23/2018,4:45
3576,5811,1757,7755,-22,2261,17,0,9/23/2018,4:50
3544,5810,1764,7816,-16,2261,17,0,9/23/2018,4:55
3514,5781,1794,7877,-20,2261,17,0,9/23/2018,5:00
3523,5782,1906,7806,7,2262,17,0,9/23/2018,5:05
3524,5755,1954,7781,12,2261,18,0,9/23/2018,5:10
3530,5737,1956,7857,-5,2261,17,0,9/23/2018,5:15
3530,5747,1979,7824,16,2261,18,0,9/23/2018,5:20
3529,5756,1981,7820,17,2261,18,0,9/23/2018,5:25
3518,5713,1980,7849,22,2261,18,0,9/23/2018,5:30
3534,5712,1980,7880,19,2261,17,0,9/23/2018,5:35
3577,5697,1973,7887,8,2262,17,0,9/23/2018,5:40
3616,5725,1953,7897,-26,2263,17,0,9/23/2018,5:45
3630,5744,1945,7926,-20,2263,17,0,9/23/2018,5:50
3630,5733,1936,7950,-19,2263,17,0,9/23/2018,5:55
3627,5765,1897,7999,-14,2263,17,0,9/23/2018,6:00
3626,5913,1850,8017,-11,2263,17,0,9/23/2018,6:05
3634,5973,1797,8120,-6,2264,17,0,9/23/2018,6:10
3633,6018,1786,8179,-20,2263,17,0,9/23/2018,6:15
3583,6076,1808,8139,2,2263,17,0,9/23/2018,6:20
3537,6073,1811,8204,3,2264,17,0,9/23/2018,6:25
3508,6067,1813,8226,4,2264,16,0,9/23/2018,6:30
3487,6068,1813,8231,4,2264,16,0,9/23/2018,6:35
3483,6059,1812,8245,2,2265,16,0,9/23/2018,6:40
3507,6031,1805,8183,-1,2265,16,0,9/23/2018,6:45
3543,5978,1813,8130,2,2266,16,0,9/23/2018,6:50
3613,5900,1778,8124,-1,2266,16,0,9/23/2018,6:55
3702,5802,1733,8160,-21,2267,17,0,9/23/2018,7:00
3844,5682,1747,8193,-19,2266,17,0,9/23/2018,7:05
3964,5559,1748,8264,-20,2266,18,0,9/23/2018,7:10
4163,5404,1712,8276,-27,2267,17,0,9/23/2018,7:15
4399,5303,1710,8166,-22,2266,17,0,9/23/2018,7:20
4631,5236,1713,8004,-24,2267,17,0,9/23/2018,7:25
4872,5099,1696,7909,-24,2266,17,0,9/23/2018,7:30
5057,5001,1751,7792,5,2267,17,0,9/23/2018,7:35
5326,4870,1735,7684,-22,2267,18,0,9/23/2018,7:40
5595,4830,1674,7586,-26,2266,18,0,9/23/2018,7:45
5913,4785,1661,7409,-22,2267,17,0,9/23/2018,7:50
6292,4592,1586,7306,-25,2266,18,0,9/23/2018,7:55
6681,4683,1548,6953,-24,2266,17,0,9/23/2018,8:00
7101,4683,1548,6953,-24,2266,17,0,9/23/2018,8:05
7421,4729,1437,6545,6,2268,17,0,9/23/2018,8:10
7752,4925,1494,6097,80,2266,14,0,9/23/2018,8:15
8160,4705,1482,5960,53,2267,15,0,9/23/2018,8:20
8472,4652,1452,5734,-21,2267,15,0,9/23/2018,8:25
8996,4599,1390,5554,-65,2266,14,0,9/23/2018,8:30
9249,4541,1370,5360,-44,2266,15,0,9/23/2018,8:35
9477,4451,1363,5188,-27,2267,14,0,9/23/2018,8:40
9646,4401,1420,4996,7,2267,14,0,9/23/2018,8:45
9854,4383,1457,4778,8,2267,15,0,9/23/2018,8:50
9752,4395,1494,4834,59,2267,16,0,9/23/2018,8:55
9943,4275,1490,4810,48,2267,16,0,9/23/2018,9:00
10196,4310,1459,4743,-8,2267,16,0,9/23/2018,9:05
10202,4301,1423,4927,-58,2267,16,0,9/23/2018,9:10
10535,4254,1407,4759,-48,2267,15,0,9/23/2018,9:15
10769,4229,1369,4555,-35,2266,15,0,9/23/2018,9:20
10821,4162,1381,4522,-8,2267,15,0,9/23/2018,9:25
10909,4253,1434,4304,4,2266,15,0,9/23/2018,9:30
10927,4309,1489,4165,60,2267,16,0,9/23/2018,9:35
11031,4237,1457,4185,6,2267,16,0,9/23/2018,9:40
11177,4265,1438,4108,-31,2268,15,0,9/23/2018,9:45
11441,4214,1375,4057,-61,2268,15,0,9/23/2018,9:50
11583,4117,1351,4068,-37,2267,14,0,9/23/2018,9:55
11657,4172,1378,3867,-28,2266,14,0,9/23/2018,10:00
11656,4192,1399,3860,1,2266,15,0,9/23/2018,10:05
11794,4167,1393,3806,-15,2265,14,0,9/23/2018,10:10
11903,4211,1398,3694,-16,2266,14,0,9/23/2018,10:15
11964,4203,1368,3726,-27,2266,16,0,9/23/2018,10:20
12005,4148,1350,3746,-10,2267,13,0,9/23/2018,10:25
12002,4199,1375,3714,-4,2267,14,0,9/23/2018,10:30
12011,4255,1388,3630,-3,2266,14,0,9/23/2018,10:35
11982,4271,1398,3650,0,2266,14,0,9/23/2018,10:40
11938,4293,1405,3717,-1,2266,14,0,9/23/2018,10:45
11981,4249,1407,3803,-12,2266,15,0,9/23/2018,10:50
12182,4229,1411,3662,-2,2266,14,0,9/23/2018,10:55
12195,4282,1424,3640,1,2266,15,0,9/23/2018,11:00
12163,4400,1459,3559,14,2266,16,0,9/23/2018,11:05
12120,4483,1470,3515,60,2266,16,0,9/23/2018,11:10
12064,4499,1474,3578,77,2267,16,0,9/23/2018,11:15
12110,4496,1471,3664,48,2266,15,0,9/23/2018,11:20
12084,4504,1466,3783,11,2266,16,0,9/23/2018,11:25
12057,4506,1466,3858,6,2266,15,0,9/23/2018,11:30
11972,4600,1464,3910,21,2267,15,0,9/23/2018,11:35
11933,4600,1466,4010,40,2267,14,0,9/23/2018,11:40
11952,4654,1457,4074,2,2267,13,0,9/23/2018,11:45
11964,4740,1450,4083,-20,2266,13,0,9/23/2018,11:50
11962,4868,1446,4111,-36,2266,13,0,9/23/2018,11:55
11826,4878,1489,4225,-3,2266,13,0,9/23/2018,12:00
11828,4865,1481,4242,-10,2266,14,0,9/23/2018,12:05
11808,4835,1485,4370,-2,2266,14,0,9/23/2018,12:10
11796,4861,1505,4464,1,2265,13,0,9/23/2018,12:15
11872,4822,1504,4484,-16,2265,13,0,9/23/2018,12:20
11991,4826,1491,4563,-34,2265,13,0,9/23/2018,12:25
11912,4939,1490,4649,-37,2264,13,0,9/23/2018,12:30
11899,4954,1502,4673,-22,2266,16,0,9/23/2018,12:35
11840,4998,1529,4695,30,2265,15,0,9/23/2018,12:40
11633,5054,1549,4846,71,2265,15,0,9/23/2018,12:45
11697,5005,1531,4991,22,2264,15,0,9/23/2018,12:50
11627,5262,1538,5002,-3,2265,14,0,9/23/2018,12:55
11683,5314,1515,5068,-52,2264,14,0,9/23/2018,13:00
11735,5271,1540,5163,-56,2264,14,0,9/23/2018,13:05
11598,5262,1627,5297,-20,2263,14,0,9/23/2018,13:10
11802,5167,1647,5271,-8,2263,14,0,9/23/2018,13:15
11841,5117,1614,5366,-27,2262,12,0,9/23/2018,13:20
11805,5248,1645,5390,-10,2263,13,0,9/23/2018,13:25
11995,5283,1612,5291,-26,2262,13,0,9/23/2018,13:30
11983,5441,1618,5248,-21,2263,14,0,9/23/2018,13:35
12045,5525,1620,5310,-20,2262,15,0,9/23/2018,13:40
12100,5575,1639,5277,1,2262,13,0,9/23/2018,13:45
12108,5568,1672,5347,5,2261,13,0,9/23/2018,13:50
12065,5640,1692,5419,36,2262,13,0,9/23/2018,13:55
11942,5728,1727,5501,58,2261,13,0,9/23/2018,14:00
11986,5727,1723,5579,42,2260,13,0,9/23/2018,14:05
12052,5844,1680,5679,-45,2260,13,0,9/23/2018,14:10
11925,5927,1674,5910,-37,2260,13,0,9/23/2018,14:15
11795,6053,1698,6048,3,2260,15,0,9/23/2018,14:20
11836,6068,1711,5993,13,2260,16,0,9/23/2018,14:25
11934,6213,1699,5916,-13,2260,16,0,9/23/2018,14:30
11876,6411,1692,5971,-37,2260,14,0,9/23/2018,14:35
11814,6438,1699,6099,-4,2260,13,0,9/23/2018,14:40
11922,6431,1694,6115,-7,2260,14,0,9/23/2018,14:45
12015,6518,1669,6126,-6,2260,15,0,9/23/2018,14:50
12073,6497,1691,6210,-3,2260,15,0,9/23/2018,14:55
12057,6508,1720,6291,-3,2260,14,0,9/23/2018,15:00
11879,6822,1733,6192,0,2260,14,0,9/23/2018,15:05
11686,7124,1782,6192,13,2260,14,0,9/23/2018,15:10
11779,7212,1757,6141,-1,2261,14,0,9/23/2018,15:15
11807,7355,1758,6149,-18,2260,15,0,9/23/2018,15:20
11848,7337,1729,6268,-4,2260,15,0,9/23/2018,15:25
11832,7407,1752,6309,-4,2261,16,0,9/23/2018,15:30
11926,7449,1737,6311,-4,2261,14,0,9/23/2018,15:35
11896,7514,1750,6384,-3,2261,14,0,9/23/2018,15:40
11787,7635,1776,6460,0,2261,14,0,9/23/2018,15:45
11778,7690,1789,6524,1,2261,14,0,9/23/2018,15:50
11793,7725,1797,6564,-4,2261,14,0,9/23/2018,15:55
11804,7686,1832,6662,-4,2261,14,0,9/23/2018,16:00
11740,7741,1998,6533,-13,2262,13,0,9/23/2018,16:05
11721,7807,2074,6528,-7,2262,14,0,9/23/2018,16:10
11684,7861,2111,6524,-4,2261,15,0,9/23/2018,16:15
11773,7882,2115,6516,-4,2261,14,0,9/23/2018,16:20
11734,7957,2125,6565,-3,2261,14,0,9/23/2018,16:25
11545,8083,2155,6736,16,2262,16,0,9/23/2018,16:30
11507,8102,2199,6765,48,2261,16,0,9/23/2018,16:35
11440,8232,2171,6794,40,2262,16,0,9/23/2018,16:40
11367,8521,2154,6793,-13,2261,15,0,9/23/2018,16:45
11156,8671,2157,7013,-6,2263,15,0,9/23/2018,16:50
11065,8614,2171,7190,1,2261,16,0,9/23/2018,16:55
10821,8465,2185,7600,10,2261,16,0,9/23/2018,17:00
10598,8387,2366,7811,45,2262,16,0,9/23/2018,17:05
10287,8304,2465,7996,4,2262,15,0,9/23/2018,17:10
9949,8229,2422,8586,19,2262,14,0,9/23/2018,17:15
9555,8404,2468,8804,46,2261,14,0,9/23/2018,17:20
9228,8593,2516,8910,46,2262,14,0,9/23/2018,17:25
8924,8843,2517,9054,38,2262,14,0,9/23/2018,17:30
8557,9252,2495,9124,4,2262,13,0,9/23/2018,17:35
8163,9606,2516,9214,16,2262,15,0,9/23/2018,17:40
7698,9805,2558,9444,40,2262,15,0,9/23/2018,17:45
7245,10091,2622,9541,62,2262,15,0,9/23/2018,17:50
6884,10191,2612,9740,48,2262,14,0,9/23/2018,17:55
6517,10348,2592,10044,0,2261,14,0,9/23/2018,18:00
6172,10507,2585,10170,-11,2261,13,0,9/23/2018,18:05
5762,10381,2653,10643,-21,2261,13,0,9/23/2018,18:10
5431,10372,2685,10898,-14,2261,15,0,9/23/2018,18:15
5175,10405,2686,11107,-24,2261,15,0,9/23/2018,18:20
4974,10580,2706,11104,-22,2262,16,0,9/23/2018,18:25
4804,10761,2661,11065,-24,2262,15,0,9/23/2018,18:30
4681,10887,2635,11090,-24,2263,15,0,9/23/2018,18:35
4598,10828,2647,11178,-24,2263,15,0,9/23/2018,18:40
4548,10877,2646,11125,-23,2263,14,0,9/23/2018,18:45
4467,10939,2633,11167,-20,2264,14,0,9/23/2018,18:50
4431,10939,2656,11234,-15,2264,14,0,9/23/2018,18:55
4438,10988,2658,11225,3,2264,15,0,9/23/2018,19:00
4485,11064,2702,11189,2,2265,14,0,9/23/2018,19:05
4512,10952,2769,11313,2,2264,14,0,9/23/2018,19:10
4564,10906,2786,11296,0,2265,13,0,9/23/2018,19:15
4556,10928,2757,11325,2,2266,16,0,9/23/2018,19:20
4564,10826,2755,11441,1,2265,17,0,9/23/2018,19:25
4599,10703,2766,11490,2,2266,16,0,9/23/2018,19:30
4617,10739,2829,11387,1,2265,16,0,9/23/2018,19:35
4645,10730,2846,11282,-1,2264,16,0,9/23/2018,19:40
4700,10673,2795,11235,1,2265,15,0,9/23/2018,19:45
4729,10556,2761,11263,3,2265,15,0,9/23/2018,19:50
4773,10530,2745,11175,3,2265,15,0,9/23/2018,19:55
4809,10586,2744,10971,8,2265,14,0,9/23/2018,20:00
4844,10384,2778,11002,16,2264,14,0,9/23/2018,20:05
4852,10229,2780,10989,1,2264,13,0,9/23/2018,20:10
4832,10273,2737,10887,7,2264,14,0,9/23/2018,20:15
4797,10179,2757,10891,9,2264,16,0,9/23/2018,20:20
4781,9979,2749,11016,14,2263,13,0,9/23/2018,20:25
4796,9773,2725,11096,7,2263,14,0,9/23/2018,20:30
4813,9743,2734,10999,8,2263,14,0,9/23/2018,20:35
4849,9641,2710,10972,-10,2263,13,0,9/23/2018,20:40
4844,9529,2705,10949,-4,2262,14,0,9/23/2018,20:45
4811,9369,2741,10977,12,2264,14,0,9/23/2018,20:50
4797,9240,2738,10916,16,2263,14,0,9/23/2018,20:55
4785,9264,2707,10750,27,2264,15,0,9/23/2018,21:00
4771,9324,2672,10538,10,2263,15,0,9/23/2018,21:05
4770,9403,2685,10334,6,2263,15,0,9/23/2018,21:10
4784,9355,2630,10269,3,2262,14,0,9/23/2018,21:15
4799,9332,2571,10244,-10,2263,13,0,9/23/2018,21:20
4812,9138,2596,10169,-7,2263,13,0,9/23/2018,21:25
4803,9038,2595,10091,-14,2264,14,0,9/23/2018,21:30
4784,8906,2608,10067,-11,2264,15,0,9/23/2018,21:35
4783,8846,2637,9905,-1,2263,15,0,9/23/2018,21:40
4812,8630,2610,9885,-14,2264,15,0,9/23/2018,21:45
4800,8471,2573,9932,-8,2264,15,0,9/23/2018,21:50
4772,8496,2563,9776,-10,2263,15,0,9/23/2018,21:55
4756,8640,2556,9392,-2,2263,16,0,9/23/2018,22:00
4739,8599,2425,9294,2,2263,16,0,9/23/2018,22:05
4721,8841,2416,9015,1,2262,15,0,9/23/2018,22:10
4704,8758,2409,8877,3,2263,15,0,9/23/2018,22:15
4724,8701,2332,8740,7,2263,16,0,9/23/2018,22:20
4715,8612,2308,8725,-19,2263,16,0,9/23/2018,22:25
4713,8485,2295,8717,-17,2263,15,0,9/23/2018,22:30
4716,8394,2269,8603,-14,2263,15,0,9/23/2018,22:35
4700,8238,2278,8538,-8,2263,15,0,9/23/2018,22:40
4620,8061,2277,8554,-9,2264,15,0,9/23/2018,22:45
4632,7919,2184,8523,-6,2263,14,0,9/23/2018,22:50
4636,7821,2151,8494,-15,2263,14,0,9/23/2018,22:55
4658,7743,2092,8428,-4,2263,15,0,9/23/2018,23:00
4669,7632,2057,8443,-15,2264,15,0,9/23/2018,23:05
4668,7540,2091,8376,2,2263,16,0,9/23/2018,23:10
4666,7498,2091,8235,5,2262,15,0,9/23/2018,23:15
4658,7397,2063,8196,-17,2263,16,0,9/23/2018,23:20
4633,7309,2053,8178,-7,2262,16,0,9/23/2018,23:25
4589,7194,2055,8123,-2,2262,16,0,9/23/2018,23:30
4597,7125,2055,8048,1,2262,16,0,9/23/2018,23:35
4594,7046,2055,7958,2,2262,17,0,9/23/2018,23:40
4591,6979,2037,7902,-5,2262,16,0,9/23/2018,23:45
4572,6987,2032,7795,7,2261,16,0,9/23/2018,23:50
4596,6953,2023,7648,0,2262,15,0,9/23/2018,23:55
4640,6910,1982,7523,-20,2262,16,0,9/24/2018,0:00
4632,6869,1948,7565,-20,2261,15,0,9/24/2018,0:05
4645,6715,1896,7737,-2,2260,16,0,9/24/2018,0:10
4619,6512,1931,7776,59,2260,15,0,9/24/2018,0:15
4620,6398,1901,7810,34,2261,16,0,9/24/2018,0:20
4623,6452,1851,7751,-18,2262,15,0,9/24/2018,0:25
4655,6422,1792,7737,-20,2261,15,0,9/24/2018,0:30
4615,6377,1808,7725,-17,2260,15,0,9/24/2018,0:35
4604,6301,1805,7677,-14,2262,13,0,9/24/2018,0:40
4606,6237,1779,7693,-20,2261,14,0,9/24/2018,0:45
4564,6334,1773,7630,-44,2261,14,0,9/24/2018,0:50
4556,6379,1727,7553,-40,2261,13,0,9/24/2018,0:55
4537,6388,1705,7481,-28,2261,16,0,9/24/2018,1:00
4513,6394,1699,7423,-16,2261,15,0,9/24/2018,1:05
4483,6439,1740,7290,-12,2261,15,0,9/24/2018,1:10
4544,6388,1727,7199,-12,2261,15,0,9/24/2018,1:15
4555,6334,1695,7210,-12,2262,16,0,9/24/2018,1:20
4536,6305,1681,7203,-12,2261,15,0,9/24/2018,1:25
4510,6240,1673,7224,-12,2261,15,0,9/24/2018,1:30
4465,6215,1690,7222,-14,2260,14,0,9/24/2018,1:35
4431,6196,1686,7206,-15,2260,14,0,9/24/2018,1:40
4428,6135,1672,7186,-15,2261,14,0,9/24/2018,1:45
4388,6132,1685,7194,-15,2261,15,0,9/24/2018,1:50
4354,6100,1662,7202,-15,2261,16,0,9/24/2018,1:55
4341,6121,1654,7146,-20,2260,16,0,9/24/2018,2:00
4353,6130,1631,7128,-15,2261,16,0,9/24/2018,2:05
4337,6135,1626,7087,-13,2260,16,0,9/24/2018,2:10
4344,6125,1613,7084,-13,2261,16,0,9/24/2018,2:15
4329,6075,1621,7105,-12,2259,16,0,9/24/2018,2:20
4332,6048,1626,7087,-13,2261,16,0,9/24/2018,2:25
4309,6028,1653,7069,-16,2260,16,0,9/24/2018,2:30
4306,5972,1645,7094,-14,2261,16,0,9/24/2018,2:35
4285,5952,1658,7073,-16,2260,17,0,9/24/2018,2:40
4273,5939,1668,7059,-16,2260,17,0,9/24/2018,2:45
4263,5933,1668,7066,-16,2260,16,0,9/24/2018,2:50
4250,5908,1655,7085,-18,2260,16,0,9/24/2018,2:55
4250,5902,1634,7053,-21,2259,16,0,9/24/2018,3:00
4257,5950,1615,7020,-13,2259,17,0,9/24/2018,3:05
4249,6003,1602,7019,-11,2260,17,0,9/24/2018,3:10
4249,6011,1608,7022,-10,2258,17,0,9/24/2018,3:15
4233,5974,1621,7049,-9,2260,17,0,9/24/2018,3:20
4217,5965,1621,7032,-12,2260,17,0,9/24/2018,3:25
4191,5988,1622,7024,-15,2259,17,0,9/24/2018,3:30
4191,5991,1630,7027,-10,2260,17,0,9/24/2018,3:35
4180,6002,1630,6995,-7,2259,17,0,9/24/2018,3:40
4171,6037,1623,6988,-9,2259,17,0,9/24/2018,3:45
4136,6068,1629,7015,-9,2259,16,0,9/24/2018,3:50
4107,6096,1639,7012,-8,2259,17,0,9/24/2018,3:55
4079,6120,1651,7044,-11,2259,17,0,9/24/2018,4:00
4004,6126,1784,7062,1,2258,17,0,9/24/2018,4:05
3988,6129,1869,7114,10,2258,16,0,9/24/2018,4:10
3956,6169,1895,7105,32,2258,15,0,9/24/2018,4:15
3945,6215,1889,7141,-6,2259,15,0,9/24/2018,4:20
3921,6282,1859,7101,-1,2259,14,0,9/24/2018,4:25
3928,6355,1812,7157,-1,2259,16,0,9/24/2018,4:30
3918,6439,1811,7185,0,2259,17,0,9/24/2018,4:35
3937,6480,1797,7196,-1,2260,17,0,9/24/2018,4:40
3953,6513,1816,7225,-1,2258,17,0,9/24/2018,4:45
3955,6567,1823,7243,-2,2259,16,0,9/24/2018,4:50
3965,6558,1871,7258,-2,2259,15,0,9/24/2018,4:55
3964,6480,1938,7408,-9,2258,14,0,9/24/2018,5:00
3963,6470,2021,7542,-34,2259,16,0,9/24/2018,5:05
3962,6411,2118,7750,-20,2258,17,0,9/24/2018,5:10
3973,6302,2193,7949,-13,2257,16,0,9/24/2018,5:15
3956,6276,2214,8073,-6,2257,17,0,9/24/2018,5:20
